path,molecule,proxy,target,qed,pka,num_reactions,num_non_unary_reactions,mode,similarity,ligand,ligand_Ki,ligand_leaked
"['O=Cc1cc(F)c2c(c1)CCC2', ('[#6:15][Ch:14]=[O].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh&!R:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]-[Ch:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1cccc2c1OCO2)C(=O)O'), 'O=C(O)C1Cc2c(ccc3c2OCO3)C(c2cc(F)c3c(c2)CCC3)N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CC2(C1)CNCCN2'), 'Fc1cc(C2NC(CN3CCNC4(CCC4)C3)Cc3c2ccc2c3OCO2)cc2c1CCC2']",Fc1cc(C2NC(CN3CCNC4(CCC4)C3)Cc3c2ccc2c3OCO2)cc2c1CCC2,9.795879364013672,11.300000190734863,0.7515016794204712,1.0,2,2,52,0.19090909090909092,Oc1ccc2c3c1O[C@H]1c4c(c5c(n4CC4CCCCC4)CCCC5)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314,18.5,False
"['CC1=C(C(=O)O)Cc2ccccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccccc1)C(=O)O'), 'CC1=C(C2=N[C@@H](C(=O)O)Cc3ccccc32)Cc2ccccc21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNCC2(C1)CCN2'), 'CC1=C(C2=N[C@@H](CN3CCC34CCCNC4)Cc3ccccc32)Cc2ccccc21']",CC1=C(C2=N[C@@H](CN3CCC34CCCNC4)Cc3ccccc32)Cc2ccccc21,9.795654296875,10.699999809265137,0.8381068110466003,1.0,2,2,85,0.2,O=C1Cc2ccccc2N1C1CCN(C2CCCc3ccccc32)CC1,21.2,False
"['O=C(O)[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2cc3c(cc2C([C@H]2[C@@H]4Cc5c(F)cccc5[C@@H]42)=N1)CCC3']",O=C(O)[C@H]1Cc2cc3c(cc2C([C@H]2[C@@H]4Cc5c(F)cccc5[C@@H]42)=N1)CCC3,9.793193817138672,10.399999618530272,0.8867109417915344,1.0,1,1,108,0.2,O=C1Cc2ccccc2N1C1CCN(C2CCCc3ccccc32)CC1,21.2,False
"['O=C(O)[C@@H]1CCc2ccccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1cccc(F)c1)C(=O)O'), 'O=C(O)C1Cc2cc(F)ccc2C([C@@H]2CCc3ccccc3C2)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C1CC[C@@H]2CNC[C@H]12'), 'O=C1CC[C@@H]2CN(CC3Cc4cc(F)ccc4C([C@@H]4CCc5ccccc5C4)=N3)C[C@H]12', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1N[C@@H]2CNC1C2'), 'Fc1ccc2c(c1)CC(CN1C[C@H]3CCC(N4CC5C[C@H]4CN5)[C@H]3C1)N=C2[C@@H]1CCc2ccccc2C1']",Fc1ccc2c(c1)CC(CN1C[C@H]3CCC(N4CC5C[C@H]4CN5)[C@H]3C1)N=C2[C@@H]1CCc2ccccc2C1,9.792930603027344,11.800000190734863,0.6887495517730713,1.0,3,3,75,0.19791666666666666,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2cc3c(cc2C([C@H]2[C@@H]4Cc5c(F)cccc5[C@@H]42)=N1)CCC3', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@@H]2CC[C@@H]2N1'), 'Fc1cccc2c1C[C@H]1[C@H](C3=N[C@@H](CN4CCN[C@@H]5CC[C@@H]54)Cc4cc5c(cc43)CCC5)[C@@H]21']",Fc1cccc2c1C[C@H]1[C@H](C3=N[C@@H](CN4CCN[C@@H]5CC[C@@H]54)Cc4cc5c(cc43)CCC5)[C@@H]21,9.79262351989746,11.100000381469728,0.7783091068267822,1.0,2,2,22,0.19318181818181818,O=C1Cc2ccccc2N1C1CCN(C2CCCc3ccccc32)CC1,21.2,False
"['O=C(O)[C@H]1Cc2c(F)cccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)c(F)c1)C(=O)O'), 'O=C(O)C1Cc2cc(F)c(F)cc2C([C@H]2Cc3c(F)cccc32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C1C[C@H]2CNC[C@H]2N1'), 'O=C1C[C@H]2CN(CC3Cc4cc(F)c(F)cc4C([C@H]4Cc5c(F)cccc54)=N3)C[C@H]2N1']",O=C1C[C@H]2CN(CC3Cc4cc(F)c(F)cc4C([C@H]4Cc5c(F)cccc54)=N3)C[C@H]2N1,9.79190731048584,10.800000190734863,0.8220288157463074,1.0,2,2,17,0.21176470588235294,C[C@]1(c2cccc(NS(C)(=O)=O)c2)[C@@H]2CN(CC3Cc4ccccc4C3)C[C@@H]21,0.3,False
"['O=C(O)c1ccc2c(c1)C=C2', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2ccc3c(c2C(c2ccc4c(c2)C=C4)=N1)CCC3', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CC2(C1)CNCCN2'), 'C1=Cc2cc(C3=N[C@@H](CN4CCNC5(CCC5)C4)Cc4ccc5c(c43)CCC5)ccc21']",C1=Cc2cc(C3=N[C@@H](CN4CCNC5(CCC5)C4)Cc4ccc5c(c43)CCC5)ccc21,9.791463851928713,11.699999809265137,0.7003635764122009,1.0,2,2,90,0.1875,O=C1NC(=O)[C@@]2(CC[C@@]34Cc5ccc(O)cc5[C@@]3(CCN(CC3CC3)C4)C2)N1,472.5,False
"['O=C(O)[C@@H]1C[C@H]2CCCC[C@H]2N1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1cccc2c1C([C@@H]1C[C@H]3CCCC[C@H]3N1)=NC(C(=O)O)C2', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=c1ccc2c([nH]1)CNC2'), 'Cc1cccc2c1C([C@@H]1C[C@H]3CCCC[C@H]3N1)=NC(CN1Cc3ccc(=O)[nH]c3C1)C2']",Cc1cccc2c1C([C@@H]1C[C@H]3CCCC[C@H]3N1)=NC(CN1Cc3ccc(=O)[nH]c3C1)C2,9.791131973266602,10.899999618530272,0.806887149810791,1.0,2,2,149,0.2,Cc1ccccc1C1CCN(CCC(=O)N2c3ccccc3C[C@H]2C(=O)N(C)C)CC1,67.2,False
"['O=C(O)[C@@H]1CCc2ccccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)c(F)c1)C(=O)O'), 'O=C(O)C1Cc2ccc(F)c(F)c2C([C@@H]2CCc3ccccc3C2)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNCC2(C1)CCN2'), 'Fc1ccc2c(c1F)C([C@@H]1CCc3ccccc3C1)=NC(CN1CCCC3(CCN3)C1)C2']",Fc1ccc2c(c1F)C([C@@H]1CCc3ccccc3C1)=NC(CN1CCCC3(CCN3)C1)C2,9.79110622406006,11.100000381469728,0.778067946434021,1.0,2,2,63,0.2127659574468085,O=C1NC(=O)[C@@]2(CC[C@@]34Cc5ccc(O)cc5[C@@]3(CCN(CC3CC3)C4)C2)N1,472.5,False
"['O=C(O)[C@@H]1CCc2ccc(F)cc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)cc1)C(=O)O'), 'O=C(O)C1Cc2ccc(F)cc2C([C@@H]2CCc3ccc(F)cc3C2)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@]2(C1)CCNC2'), 'Fc1ccc2c(c1)C[C@H](C1=NC(CN3CCC[C@]34CCNC4)Cc3ccc(F)cc31)CC2']",Fc1ccc2c(c1)C[C@H](C1=NC(CN3CCC[C@]34CCNC4)Cc3ccc(F)cc31)CC2,9.79110622406006,11.100000381469728,0.778067946434021,1.0,2,2,31,0.27710843373493976,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@H]1Cc2c(F)cccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)cc1)C(=O)O'), 'O=C(O)C1Cc2ccc(F)cc2C([C@H]2Cc3c(F)cccc32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1C[C@H]2NCCN[C@@H]2C1'), 'Fc1ccc2c(c1)C([C@H]1Cc3c(F)cccc31)=NC(CN1CCN[C@@H]3CCC[C@H]31)C2']",Fc1ccc2c(c1)C([C@H]1Cc3c(F)cccc31)=NC(CN1CCN[C@@H]3CCC[C@H]31)C2,9.790322303771973,10.699999809265137,0.8371946215629578,1.0,2,2,22,0.22093023255813954,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,0.23,False
"['O=C(O)[C@H]1Cc2c(F)cccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2cc3c(cc2C([C@H]2Cc4c(F)cccc42)=N1)CCC3', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@]2(C1)CCNC2'), 'Fc1cccc2c1C[C@@H]2C1=N[C@@H](CN2CC[C@]3(CCCN3)C2)Cc2cc3c(cc21)CCC3']",Fc1cccc2c1C[C@@H]2C1=N[C@@H](CN2CC[C@]3(CCCN3)C2)Cc2cc3c(cc21)CCC3,9.790236473083496,11.0,0.7921382784843445,1.0,2,2,48,0.1919191919191919,O=C1NCN(c2cccc(C(F)(F)F)c2)C12CCN(C1Cc3cccc4cccc1c34)CC2,7.943,False
"['O=C(O)[C@H]1Cc2ccc(F)cc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@H]1Cc2ccc(F)cc2C1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'CC1CNCC(=O)N1'), 'Cc1ccc2c(c1)CC(CN1CC(=O)NC(C)C1)N=C2[C@H]1Cc2ccc(F)cc2C1']",Cc1ccc2c(c1)CC(CN1CC(=O)NC(C)C1)N=C2[C@H]1Cc2ccc(F)cc2C1,9.790216445922852,10.600000381469728,0.8530466556549072,1.0,2,2,45,0.23529411764705882,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@H]1Cc2c(F)cccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)cc1)C(=O)O'), 'O=C(O)C1Cc2ccc(F)cc2C([C@H]2Cc3c(F)cccc32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@@]2(C1)CCNC2'), 'Fc1ccc2c(c1)C([C@H]1Cc3c(F)cccc31)=NC(CN1CCC[C@@]13CCNC3)C2']",Fc1ccc2c(c1)C([C@H]1Cc3c(F)cccc31)=NC(CN1CCC[C@@]13CCNC3)C2,9.790096282958984,10.699999809265137,0.8371559977531433,1.0,2,2,70,0.2247191011235955,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@H]1Cc2c(F)cccc21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1cccc(F)c1)C(=O)O'), 'O=C(O)C1Cc2cccc(F)c2C([C@H]2Cc3c(F)cccc32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNCC2(C1)CCN2'), 'Fc1cccc2c1C[C@@H]2C1=NC(CN2CCCC3(CCN3)C2)Cc2cccc(F)c21']",Fc1cccc2c1C[C@@H]2C1=NC(CN2CCCC3(CCN3)C2)Cc2cccc(F)c21,9.790096282958984,10.699999809265137,0.8371559977531433,1.0,2,2,48,0.20930232558139536,c1cc2c3c(cccc3c1)C(N1CCC(c3c[nH]c4ncccc34)CC1)C2,390.0,False
"['O=C(O)[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1cccc(F)c1)C(=O)O'), 'O=C(O)C1Cc2cc(F)ccc2C([C@H]2[C@@H]3Cc4cc(F)ccc4[C@@H]32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNC2CCC2N1'), 'Fc1ccc2c(c1)CC(CN1CCNC3CCC31)N=C2[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21']",Fc1ccc2c(c1)CC(CN1CCNC3CCC31)N=C2[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,9.789817810058594,10.800000190734863,0.8216781616210938,1.0,2,2,22,0.20454545454545456,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
"['O=C(O)[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C[C@H]1CNC(=O)[C@@H](C)N1'), 'Cc1ccc2c(c1)CC(CN1[C@H](C)C(=O)NC[C@@H]1C)N=C2[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21']",Cc1ccc2c(c1)CC(CN1[C@H](C)C(=O)NC[C@@H]1C)N=C2[C@H]1[C@@H]2Cc3c(F)cccc3[C@@H]21,9.788984298706056,10.899999618530272,0.8065332770347595,1.0,2,2,150,0.1782178217821782,O=C1NCN(c2cccc(C(F)(F)F)c2)C12CCN(C1Cc3cccc4cccc1c34)CC2,7.943,False
"['O=C(O)[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1N[C@@H]2CNC1C2'), 'Cc1ccc2c(c1)CC(CN1C[C@@H]3CC1CN3)N=C2[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21']",Cc1ccc2c(c1)CC(CN1C[C@@H]3CC1CN3)N=C2[C@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,9.788935661315918,10.600000381469728,0.8528236746788025,1.0,2,2,91,0.18681318681318682,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1ccc(CC(N)C(=O)O)cc1'), 'Cc1ccc2c(c1)C([C@@H]1[C@H]3Cc4cc(F)ccc4[C@H]31)=NC(C(=O)O)C2', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1N[C@@H]2CNC1C2'), 'Cc1ccc2c(c1)C([C@@H]1[C@H]3Cc4cc(F)ccc4[C@H]31)=NC(CN1C[C@@H]3CC1CN3)C2']",Cc1ccc2c(c1)C([C@@H]1[C@H]3Cc4cc(F)ccc4[C@H]31)=NC(CN1C[C@@H]3CC1CN3)C2,9.788935661315918,10.600000381469728,0.8528236746788025,1.0,2,2,91,0.2,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1CCc2cc(F)ccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc([C@H](CN)C(=O)O)c1'), 'Cc1ccc2c(c1)[C@@H](C(=O)O)CN=C2[C@@H]1CCc2cc(F)ccc2C1']",Cc1ccc2c(c1)[C@@H](C(=O)O)CN=C2[C@@H]1CCc2cc(F)ccc2C1,9.788329124450684,10.300000190734863,0.9031141996383668,1.0,1,1,146,0.22784810126582278,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@H]1[C@@H]2Cc3ccc(F)cc3[C@@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NCC(=O)c1ccc(F)c(F)c1'), 'O=C1CN=C([C@H]2[C@@H]3Cc4ccc(F)cc4[C@@H]32)c2c1ccc(F)c2F', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1CN[C@@H]2CC[C@@H]2N1'), 'Fc1ccc2c(c1)[C@H]1[C@@H](C2)[C@@H]1C1=NCC(N2CCN[C@H]3CC[C@H]32)c2ccc(F)c(F)c21']",Fc1ccc2c(c1)[C@H]1[C@@H](C2)[C@@H]1C1=NCC(N2CCN[C@H]3CC[C@H]32)c2ccc(F)c(F)c21,9.787846565246582,11.0,0.7917516231536865,1.0,2,2,26,0.19101123595505617,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=Cc1ccc2c(n1)CC[C@@H](F)C2', ('[#6:15][Ch:14]=[O].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh&!R:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]-[Ch:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1cccc2c1C(c1ccc3c(n1)CC[C@@H](F)C3)NC(C(=O)O)C2', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C[C@]12CNC[C@](C)(CNC1)C2=O'), 'Cc1cccc2c1C(c1ccc3c(n1)CC[C@@H](F)C3)NC(CN1C[C@]3(C)CNC[C@](C)(C1)C3=O)C2']",Cc1cccc2c1C(c1ccc3c(n1)CC[C@@H](F)C3)NC(CN1C[C@]3(C)CNC[C@](C)(C1)C3=O)C2,9.787797927856444,11.600000381469728,0.7119573354721069,1.0,2,2,151,0.24175824175824176,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
"['O=C(O)[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2ccc3c(c2C([C@@H]2[C@H]4Cc5cc(F)ccc5[C@H]42)=N1)CCC3', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'NC(=O)N1CC2CNCC2C1'), 'NC(=O)N1CC2CN(C[C@H]3Cc4ccc5c(c4C([C@@H]4[C@H]6Cc7cc(F)ccc7[C@H]64)=N3)CCC5)CC2C1']",NC(=O)N1CC2CN(C[C@H]3Cc4ccc5c(c4C([C@@H]4[C@H]6Cc7cc(F)ccc7[C@H]64)=N3)CCC5)CC2C1,9.787598609924316,11.5,0.7243635654449463,1.0,2,2,6,0.20652173913043478,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
