path,molecule,proxy,target,qed,pka,num_reactions,num_non_unary_reactions,mode,similarity,ligand,ligand_pIC50,ligand_percent_inhibition,ligand_Assay Description (pIC50),ligand_Assay Description (percent_inhibition)
"['O=C(O)[C@H]1C[C@@H]1Cc1cc(Br)ccc1F', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'NC1CNCC1(F)F'), 'NC1CN(c2ccc(F)c(C[C@H]3C[C@@H]3C(=O)O)c2)CC1(F)F']",NC1CN(c2ccc(F)c(C[C@H]3C[C@@H]3C(=O)O)c2)CC1(F)F,6.227363586425781,6.599999904632568,0.8902677297592163,1.0,1,1,109,0.2463768115942029,NC(=O)C1CN(Cc2ccccc2F)c2ccccc2O1,-0.2479732663618066,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
"['O=Cc1cc(F)cc(N2CCC2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'N[C@@H]1[C@H]2CCC(F)(F)[C@@H]12'), 'Fc1cc(CN[C@@H]2[C@H]3CCC(F)(F)[C@H]32)cc(N2CCC2)c1']",Fc1cc(CN[C@@H]2[C@H]3CCC(F)(F)[C@H]32)cc(N2CCC2)c1,6.227346897125244,6.5,0.9178661704063416,1.0,1,1,208,0.18055555555555555,O=C1N/C(=C\c2ccc(N3CCCC3)cc2)C(=O)N1Cc1ccc(Cl)cc1,-1.586587304671755,,Inhibition of recombinant human SIRT1 after 30 mins,
"['Cc1ccc2oc(C(=O)C(C)C)cc2n1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1CC[NH2+]C1'), 'Cc1ccc2oc(C(C(C)C)[NH+]3CCCC3)cc2n1']",Cc1ccc2oc(C(C(C)C)[NH+]3CCCC3)cc2n1,6.227126121520996,6.5,0.9178010821342468,1.0,1,1,315,0.18840579710144928,O=C(Cc1ccccc1)Nc1ccc2oc(-c3ccccc3Cl)nc2c1,,17.0,,Inhibition of recombinant GST-tagged SIRT1 (unknown origin) using Fluor de Lys acetylated KI177 as substrate at 200 uM incubated for 5 mins followed by enzyme addition measured after 1 hr by fluorescence assay relative to control
"['N[C@H]1CNC[C@@H]1c1ccc(F)cc1', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'O=C1CCC(C(F)(F)C(=O)O)C1'), 'O=C1CCC(C(F)(F)CN[C@H]2CNC[C@@H]2c2ccc(F)cc2)C1']",O=C1CCC(C(F)(F)CN[C@H]2CNC[C@@H]2c2ccc(F)cc2)C1,6.226881504058838,6.699999809265137,0.8733593225479126,0.989005446434021,1,1,227,0.2,O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)cc1,,28.4,,Inhibition of SIRT1 (unknown origin) using KQTARK(Ac)STGG as peptide substrate at 0.14 uM at 25 degree C uM preincubated for 20 mins followed by substrate addition and measured after 10 mins in presence of NAD by RapidFire LC/MS analysis relative to control
"['O=Cc1ccc(F)c(C2CC2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'N[C@@H]1COC[C@@H]1F'), 'Fc1ccc(CN[C@@H]2COC[C@@H]2F)cc1C1CC1']",Fc1ccc(CN[C@@H]2COC[C@@H]2F)cc1C1CC1,6.226337432861328,6.599999904632568,0.8899742364883423,1.0,1,1,122,0.16455696202531644,Oc1ccccc1-c1nc2ccc(Cl)cn2c1NCc1ccc2c(c1)OCO2,-1.505149978319906,,Inhibition of human SIRT1 assessed as deacetylation activity preincubated with protein followed by addition of AMC-tagged Arg-His-Lys-Lys(Ac) (379 to 382 residues) as substrate measured after 45 mins in presence of NAD+ by fluorescence assay,
"['O=C(O)[C@@H]1[C@H]2[C@H]3C[C@@H]1C(=O)[C@H]32', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][N:1]-[C:2]([#6:3])[#6:4]', 'NC1CCCC(c2ccc(F)cc2)C1'), 'O=C(O)[C@@H]1[C@H]2[C@H]3C[C@@H]1C(NC1CCCC(c4ccc(F)cc4)C1)[C@H]32']",O=C(O)[C@@H]1[C@H]2[C@H]3C[C@@H]1C(NC1CCCC(c4ccc(F)cc4)C1)[C@H]32,6.226093769073486,6.599999904632568,0.8899046778678894,1.0,1,1,316,0.21739130434782608,NC(=O)C1CCCc2c(-c3ccc(F)cc3)n[nH]c21,,42.0,,Inhibition of His-tagged human recombinant SIRT1 expressed in Escherichia coli at 20 uM using Cbz-Lys(Ac)-AMC as substrate by fluorescence assay
"['Cn1cc(-c2ccc(F)cc2)cc1C=O', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'C1CC[NH2+]C1'), 'Cn1cc(-c2ccc(F)cc2)cc1C[NH+]1CCCC1']",Cn1cc(-c2ccc(F)cc2)cc1C[NH+]1CCCC1,6.225985527038574,6.699999809265137,0.8635085225105286,1.0,1,1,38,0.2037037037037037,Oc1cc(O)c2c(-c3ccc(F)cc3)coc2c1,-2.2833012287035497,,"In Vitro Biological Assay: 50 uM of substrate peptide (acetylated AMC-labeled peptide from p53 residues 379-382, RHKKAc, BioMol. Cat. #KI-177), 91 nM of human SIRT1 (full length human Sirtuin 1 expressed in E. coli, BioMol. Cat. #SE-239) and 500 uM NAD+ in the assay buffer (50 mM Tris-HCl, pH 8.0, 137 mM NaCl, 2.7 mM KCl, 1 mM MgCl2 supplemented with 1 mg/ml BSA for dilution, BioMol. Cat. #KI-143) and 1% final concentration of DMSO were incubated in the presence of gradient concentrations of test compounds (10-dose with 3-fold serial dilution) at 30 C. for 2 h. The reactions were carried out in a 96-well microplate for fluorometry in a 50 ul reaction volume. After the deacetylation reaction, Fluor-de-Lys-Developer II (BioMol. Cat. #KI-176) was added to each well to digest the deacetylated substrate, thus producing the fluorescent signal. The reaction was allowed to develop for 45 minutes at 30 C. with 5% CO2; then the fluorescent signal was measured with an excitation wavelength at 360 nm.",
"['O=CCNc1cccc(Br)c1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'FC(F)(F)C1CCCNC1'), 'O=CCNc1cccc(N2CCCC(C(F)(F)F)C2)c1']",O=CCNc1cccc(N2CCCC(C(F)(F)F)C2)c1,6.225360870361328,6.699999809265137,0.8633353114128113,1.0,1,1,317,0.2222222222222222,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCCC4)cc3)c2)c1,-0.7528164311882715,,Inhibition of recombinant human N-terminal His-tagged SIRT1 (1 to 747 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis,
"['C(=C1CNC1)c1cccnc1', ('[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C(O)C1C[C@@H](O)[C@H](F)C1'), 'O[C@@H]1CC(CN2CC(=Cc3cccnc3)C2)C[C@H]1F']",O[C@@H]1CC(CN2CC(=Cc3cccnc3)C2)C[C@H]1F,6.225221633911133,7.099999904632568,0.903415024280548,0.8509531021118164,1,1,302,0.25925925925925924,c1cncc(-c2cnn[nH]2)c1,-2.416640507338281,,Inhibition of human N-terminal His-tagged SIRT1 (183 to 664 residues) expressed in Escherichia coli using Ac-Arg-Leu-Ile-Lys(Ac)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins in presence of NAD+ by fluorescence assay,
"['CC(=O)C1=Cc2cc(C)ccc2OC1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][N:1]-[C:2]([#6:3])[#6:4]', 'NC1CCC2C1C2(F)F'), 'Cc1ccc2c(c1)C=C(C(C)NC1CCC3C1C3(F)F)CO2']",Cc1ccc2c(c1)C=C(C(C)NC1CCC3C1C3(F)F)CO2,6.224692344665527,6.5,0.9170839190483092,1.0,1,1,81,0.16666666666666666,Cc1ccc(C2CC(=O)Nc3ccc4cc(C)ccc4c32)cc1,1.0087739243075051,,Inhibition of SIRT1,
"['Cc1cc(O)cc(C=O)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'N[C@@H]1CCCC(F)(F)[C@H]1O'), 'Cc1cc(O)cc(CN[C@@H]2CCCC(F)(F)[C@H]2O)c1']",Cc1cc(O)cc(CN[C@@H]2CCCC(F)(F)[C@H]2O)c1,6.224228858947754,7.0,0.7906330823898315,1.0,1,1,163,0.17142857142857143,CC1(C)CCC(C(N)=O)c2[nH]nc(-c3ccc(Cl)cc3)c21,,20.0,,Inhibition of His-tagged human recombinant SIRT1 expressed in Escherichia coli at 20 uM using Cbz-Lys(Ac)-AMC as substrate by fluorescence assay
"['O=C1C=Cc2ccccc21', ('[#6:2]=[#6:3]-[#6:4]=O.[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[#6:2]-[#6:3]-[#6:4]=O', 'Cc1cc([C@H](C)N)no1'), 'Cc1cc([C@H](C)NC2CC(=O)c3ccccc32)no1']",Cc1cc([C@H](C)NC2CC(=O)c3ccccc32)no1,6.224024295806885,6.5,0.9168869853019714,1.0,1,1,96,0.23076923076923078,CNCCNc1c2c(c(NCCNC)c3occc13)C(=O)c1ccccc1C2=O,-0.5943925503754267,,Inhibition of human recombinant SIRT1 deacetylase activity using Arg-His-Lys-Lys(epsilon-acetyl)-AMC as substrate incubated for 45 mins by fluorescence analysis,
"['CC(=O)C1=Cc2cc(Br)ccc2OC1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'C1C[C@H]2C[C@H]2N1'), 'CC(=O)C1=Cc2cc(N3CC[C@H]4C[C@H]43)ccc2OC1']",CC(=O)C1=Cc2cc(N3CC[C@H]4C[C@H]43)ccc2OC1,6.222814559936523,6.900000095367432,0.8133464455604553,1.0,1,1,15,0.20634920634920634,CC(=O)N1CC(C(N)=O)Oc2ccccc21,-1.7781512503836436,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
"['O=Cc1cccc(C2=CCNCC2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'N[C@H]1COC[C@H]1F'), 'F[C@@H]1COC[C@@H]1NCc1cccc(C2=CCNCC2)c1']",F[C@@H]1COC[C@@H]1NCc1cccc(C2=CCNCC2)c1,6.222009181976318,7.0,0.8808723092079163,0.896916925907135,1,1,178,0.1875,CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CNCC2,-1.3010299956639813,5.1,Inhibition of human recombinant SIRT1 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay,Inhibition of human recombinant SIRT1 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) at 10 uM after 30 mins by luciferase-mediated luminescence assay relative to control
"['O=Cc1ccc(F)c(C2CC2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'C=C1CC2(CNC2)C1'), 'C=C1CC2(C1)CN(Cc1ccc(F)c(C3CC3)c1)C2']",C=C1CC2(C1)CN(Cc1ccc(F)c(C3CC3)c1)C2,6.221869945526123,7.5,0.7432946562767029,0.9258878231048584,1,1,85,0.17647058823529413,NC(=O)C1CN(Cc2ccc3c(c2)OCO3)c2ccccc2O1,-0.2787536009528289,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
"['CC(=O)c1cccc(-c2ccccn2)c1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'FC1=CCNC1'), 'CC(c1cccc(-c2ccccn2)c1)N1CC=C(F)C1']",CC(c1cccc(-c2ccccn2)c1)N1CC=C(F)C1,6.220205783843994,6.800000190734863,0.8367421627044678,1.0,1,1,116,0.2125,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccn4)cc3)c2)c1,-0.4065401804339551,,Inhibition of recombinant human N-terminal His-tagged SIRT1 (1 to 747 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis,
"['O=Cc1ccc(-c2cccnc2)cc1F', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'C[C@H](N)C1(O)CC1'), 'C[C@H](NCc1ccc(-c2cccnc2)cc1F)C1(O)CC1']",C[C@H](NCc1ccc(-c2cccnc2)cc1F)C1(O)CC1,6.219726085662842,6.599999904632568,0.8880852460861206,1.0,1,1,73,0.2727272727272727,c1cncc(-c2cnn[nH]2)c1,-2.416640507338281,,Inhibition of human N-terminal His-tagged SIRT1 (183 to 664 residues) expressed in Escherichia coli using Ac-Arg-Leu-Ile-Lys(Ac)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins in presence of NAD+ by fluorescence assay,
"['Cc1ccc2c(C=O)cccc2n1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'O[C@@H]1CNC[C@H]1C(F)F'), 'Cc1ccc2c(CN3C[C@@H](O)[C@H](C(F)F)C3)cccc2n1']",Cc1ccc2c(CN3C[C@@H](O)[C@H](C(F)F)C3)cccc2n1,6.219633102416992,6.400000095367432,0.944429576396942,1.0,1,1,318,0.22388059701492538,Cc1ccccc1CN1CC(C(N)=O)Oc2ccccc21,-0.3961993470957363,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
"['N[C@@H]1CNC[C@@H]1c1ccc(F)cc1', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'CC(=CC(=O)O)C(F)F'), 'CC(=CCN[C@@H]1CNC[C@@H]1c1ccc(F)cc1)C(F)F']",CC(=CCN[C@@H]1CNC[C@@H]1c1ccc(F)cc1)C(F)F,6.219164371490479,6.900000095367432,0.8123924732208252,1.0,1,1,37,0.2,O=C1N/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1Cc1ccc(F)cc1,-1.506505032404872,,Inhibition of recombinant human SIRT1 after 30 mins,
"['O=C1C=Cc2ccccc21', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][N:1]-[C:2]([#6:3])[#6:4]', 'COC(=O)[C@H](N)Cc1ccc(F)cc1'), 'COC(=O)[C@@H](Cc1ccc(F)cc1)NC1C=Cc2ccccc21']",COC(=O)[C@@H](Cc1ccc(F)cc1)NC1C=Cc2ccccc21,6.218388557434082,6.699999809265137,0.8614024519920349,1.0,1,1,319,0.2608695652173913,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(F)cc2)c1,-2.0,,Inhibition of human recombinant SIRT1 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 60 mins by fluorimetric analysis,
"['Fc1ccc([C@H]2C[C@H](F)CN2)cc1', ('[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C(O)[C@@H]1C[C@H](O)CN1'), 'O[C@@H]1CN[C@H](CN2C[C@@H](F)C[C@@H]2c2ccc(F)cc2)C1']",O[C@@H]1CN[C@H](CN2C[C@@H](F)C[C@@H]2c2ccc(F)cc2)C1,6.218194484710693,7.400000095367432,0.8843802213668823,0.7984104156494141,1,1,320,0.17647058823529413,NC(=O)C1CCCc2c(-c3ccc(F)cc3)n[nH]c21,,42.0,,Inhibition of His-tagged human recombinant SIRT1 expressed in Escherichia coli at 20 uM using Cbz-Lys(Ac)-AMC as substrate by fluorescence assay
"['Nc1c[nH]c2ccc(F)cc12', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'C=CC(C)=CC(=O)O'), 'C=CC(C)=CCNc1c[nH]c2ccc(F)cc12']",C=CC(C)=CCNc1c[nH]c2ccc(F)cc12,6.218013286590576,7.099999904632568,0.7669845223426819,1.0,1,1,216,0.3150684931506849,CC(C)(NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccc(F)cc12,,7.0,,Inhibition of SIRT1 at 200 uM
"['Nc1c[nH]c2cccc(F)c12', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'C=CC(C)=CC(=O)O'), 'C=CC(C)=CCNc1c[nH]c2cccc(F)c12']",C=CC(C)=CCNc1c[nH]c2cccc(F)c12,6.218013286590576,7.099999904632568,0.7669845223426819,1.0,1,1,95,0.23529411764705882,O=C1NC(=O)C(c2c[nH]c3cccc(F)c23)=C1c1cn(CCOC(CCO)C(O)CO)c2ccccc12,,29.9,,Inhibition of human SIRT1 at 50 uM
"['Cc1cc2cc(C=O)ccc2[nH]c1=O', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'F[C@H]1CNC[C@@H]1F'), 'Cc1cc2cc(CN3C[C@H](F)[C@@H](F)C3)ccc2[nH]c1=O']",Cc1cc2cc(CN3C[C@H](F)[C@@H](F)C3)ccc2[nH]c1=O,6.2173752784729,6.5,0.9149291515350342,1.0,1,1,6,0.25,NC(=O)Cc1cc2cc(Cl)ccc2[nH]1,-1.9542425094393248,,Inhibition of recombinant human SIRT1 (193 to 741 residues) expressed in Escherichia coli expression system using RHKK(Ac)W-NH2 as substrate measured after 2 hrs by HPLC method,
"['O=Cc1ccc(-c2ccoc2)cc1F', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'C[C@@H]1C[C@H]1N'), 'C[C@@H]1C[C@H]1NCc1ccc(-c2ccoc2)cc1F']",C[C@@H]1C[C@H]1NCc1ccc(-c2ccoc2)cc1F,6.217297077178955,6.900000095367432,0.8901837468147278,0.9120640754699708,1,1,120,0.18181818181818182,NC(=O)C1CN(Cc2ccccc2F)c2ccccc2O1,-0.2479732663618066,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
"['N[C@@H]1CC12Cc1ccccc1C2', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'O=C(O)C1=C[NH2+]N=C1'), 'C1=N[NH2+]C=C1CN[C@@H]1CC12Cc1ccccc1C2']",C1=N[NH2+]C=C1CN[C@@H]1CC12Cc1ccccc1C2,6.217128753662109,7.199999809265137,0.7456151843070984,1.0,1,1,321,0.2,c1ccc2c(c1)CCc1ccccc1N2,,25.0,,Inhibition of recombinant human N-tagged GST-SIRT1 fusion protein using fluorescent ZMAL as substrate at 50 uM after 4 hrs by homogeneous fluorescent deacetylase assay
"['CC(=O)c1cccc(-c2cncnc2)c1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][N:1]-[C:2]([#6:3])[#6:4]', 'N[C@H]1C[C@H]1F'), 'CC(N[C@H]1C[C@H]1F)c1cccc(-c2cncnc2)c1']",CC(N[C@H]1C[C@H]1F)c1cccc(-c2cncnc2)c1,6.216914653778076,6.5,0.9147934913635254,1.0,1,1,46,0.21794871794871795,C[C@H](NC(=O)c1nc(-c2ncc(-c3ccccc3)s2)sc1C1CC1)c1ccc(C(=O)NO)cc1,-1.3010299956639813,,Inhibition of recombinant human N-terminal GST-tagged SIRT1 expressed in Escherichia coli using Ac-Arg-His-Lys-Lys(Ac)-AMC as susbtrate after 1 hr by fluorescence based assay,
"['CCc1nc2ccccc2cc1N', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'O=C(O)C1CC=CCN1'), 'CCc1nc2ccccc2cc1NCC1CC=CCN1']",CCc1nc2ccccc2cc1NCC1CC=CCN1,6.216350555419922,6.800000190734863,0.8357052803039551,1.0,1,1,322,0.22950819672131148,NCc1cc2ccccc2nc1-c1ccccc1O,,59.0,,Inhibition of human N-terminally hexa-his-tagged SIRT1 expressed in Escherichia coli BL21 (DE3) at 10 uM after 15 mins by fluorescence polarization assay
"['N[C@@H]1CNC[C@H]1c1cccc(F)c1', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'O=C(O)C1C[C@@H](O)[C@H](F)C1'), 'O[C@@H]1CC(CN[C@@H]2CNC[C@H]2c2cccc(F)c2)C[C@H]1F']",O[C@@H]1CC(CN[C@@H]2CNC[C@H]2c2cccc(F)c2)C[C@H]1F,6.215410709381104,7.800000190734863,0.7902817726135254,0.8034678101539612,1,1,195,0.1875,Fc1cccc(-n2cc(CSC(=S)N3CCN(C(=S)SCc4cn(-c5ccccc5F)nn4)CC3)nn2)c1,-0.0334237554869497,,Inhibition of recombinant human SIRT1 (193 to 747 residues) expressed in Escherichia coli BL21 (DE3) using AMC-labeled p53-derived acetylated lysine as substrate in presence of NAD+ by HTS assay,
"['Cc1ccc2c(C=O)cccc2n1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'NC[C@@H]1CC1(F)F'), 'Cc1ccc2c(CNC[C@@H]3CC3(F)F)cccc2n1']",Cc1ccc2c(CNC[C@@H]3CC3(F)F)cccc2n1,6.214922904968262,6.5,0.9142074584960938,1.0,1,1,22,0.21621621621621623,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccccc34)s2)n1,,10.0,,Inhibition of GST-tagged human SIRT1 (133 to 747 amino acids) using ZMAL as substrate at 200 uM after 4 hrs by fluorescence-based microplate reader method
"['Cc1cc(O)cc(C=O)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'O=S1CC2(CNC2)C1'), 'Cc1cc(O)cc(CN2CC3(C2)CS(=O)C3)c1']",Cc1cc(O)cc(CN2CC3(C2)CS(=O)C3)c1,6.213932514190674,6.699999809265137,0.8601683974266052,1.0,1,1,323,0.18421052631578946,CCCCCCCCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(Cc1ccccc1)CC2,-2.0,5.0,Inhibition of human recombinant SIRT1 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay,Inhibition of human recombinant SIRT1 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) at 10 uM after 30 mins by luciferase-mediated luminescence assay relative to control
"['C[C@H]1Cc2cc(Br)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh2:1] >> [#6&!$(C=[O,N]):3]-[Nh:1]-[c:2]', 'N[C@H]1CCC[C@H]1F'), 'C[C@H]1Cc2cc(N[C@H]3CCC[C@H]3F)ccc2C(=O)N1']",C[C@H]1Cc2cc(N[C@H]3CCC[C@H]3F)ccc2C(=O)N1,6.213370323181152,6.699999809265137,0.8600128293037415,1.0,1,1,257,0.18518518518518517,CN1CCN(C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@H]3N(C)c4ccccc4C(=O)N23)CC1,,5.3,,Inhibition of recombinant GST-SIRT1 (unknown origin) using KI177 as substrate at 50 uM after 45 mins by fluorescence assay
"['N[C@@H]1C=Cc2ccccc2O1', ('[Nh2:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[Nh:2]-[#6&!$(C=[O,N]):3]', 'O=C(O)C=C(F)c1ccccc1'), 'FC(=CCN[C@@H]1C=Cc2ccccc2O1)c1ccccc1']",FC(=CCN[C@@H]1C=Cc2ccccc2O1)c1ccccc1,6.212978363037109,6.5,0.9136354327201844,1.0,1,1,324,0.2413793103448276,NC(=O)C1CN(C(=O)c2ccccc2)c2ccccc2O1,-1.7781512503836436,,Inhibition of His6-tagged SIRT1 (unknown origin) expressed in Escherichia coli BL21 (DE3) preincubated for 15 mins followed by NAD+ addition and measured after 30 mins by FLucK529Ac based luminescence assay,
